28909429031,28909602374,57,7,0,76,12,0,152,0,0
28909422290,28905914011,6,2,0,8,0,0,16,0,0
28909422067,28905714022,8,1,0,4,0,0,13,0,0
28909429732,28905549747,6,0,0,3,0,0,9,0,0
28909424639,28900451670,1,0,0,5,0,0,6,0,0
28909429111,28905928685,1,0,0,0,0,0,1,0,0
28909425605,28909629338,0,0,0,1,0,0,1,0,0
28909425249,28905561722,1,0,0,0,0,0,1,0,0
28909423421,28909458334,9,2,0,12,1,0,24,0,0
28909422897,28909405768,0,0,0,2,0,0,2,0,0
28909421476,28909099350,0,0,0,1,0,0,1,0,0
28909448720,28909682926,0,0,0,1,0,0,1,0,0
28909448003,28909808732,4,1,0,4,0,0,9,0,0
28909424932,28909576650,0,0,0,1,0,0,1,0,0
28909424193,28909082653,2,0,0,7,0,0,9,0,0
28909447263,28904104518,3,1,0,4,0,0,8,0,0
28909420247,28909275422,81,16,0,109,11,0,217,0,0
28909446684,28909039996,0,0,0,2,0,0,2,0,0
28909423715,28909494644,5,0,0,5,0,0,10,0,0
28909446410,28909597994,3,1,0,4,0,0,8,0,0
28909423068,28901058414,2,0,0,0,0,0,2,0,0
28909449566,28909922862,0,0,0,2,0,0,2,0,0
28909421936,28905726860,0,0,0,1,0,0,1,0,0
28909421197,28909612750,7,2,0,10,0,0,19,0,0
28909445910,28901090576,0,0,0,1,0,0,1,0,0
28909442832,28909409992,5,0,0,0,0,0,5,0,0
28909447752,28905743578,3,1,0,4,0,0,8,0,0
28909447055,28900087570,1,0,0,0,0,0,1,0,0
28909444163,28905860588,0,0,0,3,0,0,3,0,0
28909440538,28905474277,3,0,0,9,0,0,12,0,0
28909446422,28909932128,2,0,0,18,0,0,20,0,0
28909443871,28905807803,0,0,0,3,0,0,3,0,0
28909443434,28909361739,1,0,0,1,0,0,2,0,0
28909441994,28909927283,1,0,0,2,0,0,3,0,0
28909449664,28905631097,9,0,0,13,3,0,25,0,0
28909449530,28909641658,0,0,0,1,0,0,1,0,0
28909445503,28905419956,45,13,0,58,1,0,117,0,0
28909441542,28909658387,0,0,0,1,0,0,1,0,0
28909441155,28909649242,3,1,0,5,0,0,9,0,0
28909440898,28909386730,137,30,0,168,11,0,346,0,0
28909440982,28946873465,0,0,0,1,0,0,1,0,0
28909440422,28900026697,6,0,0,0,0,0,6,0,0
28909407246,28909442219,28,0,0,34,0,0,62,0,0
28909443389,28905536644,1,0,0,1,0,0,2,0,0
28909406574,28909094491,7,0,0,9,2,0,18,0,0
28909441195,28905724769,3,0,0,5,0,0,8,0,0
28909409333,28905979347,39,11,0,52,2,0,104,0,0
28909408425,28905636232,1,0,0,0,0,0,1,0,0
28909405046,28909440929,1,0,0,0,0,0,1,0,0
28909407590,28909046200,22,4,0,26,2,0,54,0,0
28909406617,28909043515,16,0,0,18,0,0,34,0,0
28909404900,28909080933,2,0,0,0,0,0,2,0,0
28909409965,28905724925,1,0,0,1,0,0,2,0,0
28909400649,28909689547,1,0,0,0,0,0,1,0,0
28909405401,28909701879,1,0,0,1,0,0,2,0,0
28909403416,28905558816,3,0,0,6,0,0,9,0,0
28909401478,28901064919,3,0,0,4,1,0,8,0,0
28909438272,28909418011,1,0,0,0,0,0,1,0,0
28909437441,28905458009,6,0,0,8,2,0,16,0,0
28909437346,28909052433,0,0,0,1,0,0,1,0,0
28909436917,28905932618,3,0,0,6,1,0,10,0,0
28909402152,28905412335,0,0,0,1,0,0,1,0,0
28909439811,28905857186,0,0,0,1,0,0,1,0,0
28909439080,28909101241,34,0,0,41,0,0,75,0,0
28909400462,28909640699,2,0,0,1,0,0,3,0,0
28909435521,28901078909,3,0,0,0,0,0,3,0,0
28909432755,28909883492,1,0,0,1,0,0,2,0,0
28909434018,28905804786,19,2,0,11,0,0,32,0,0
28909403469,28909565801,0,0,0,2,0,0,2,0,0
28909403115,28909920675,5,0,0,1,0,0,6,0,0
28909433845,28909355664,0,0,0,6,0,0,6,0,0
28901084521,28905726884,3,1,0,4,0,0,8,0,0
28901084324,28909971352,3,1,0,4,0,0,8,0,0
28901080346,28901051946,2,0,0,1,0,0,3,0,0
28901083965,28905973057,1,0,0,0,0,0,1,0,0
28901081854,28900056684,39,10,0,52,3,0,104,0,0
28901078787,28905461244,4,1,0,4,0,0,9,0,0
28901078450,28905758555,1,0,0,2,0,0,3,0,0
28901077605,28909638602,6,1,0,8,1,0,16,0,0
28901077111,28905706056,0,0,0,1,0,0,1,0,0
28901076267,28909662859,3,1,0,4,0,0,8,0,0
28901079064,28905671824,1,0,0,0,0,0,1,0,0
28901075371,28909096465,4,1,0,6,0,0,11,0,0
28901072178,28905831904,3,0,0,2,0,0,5,0,0
28901074254,28909295459,1,0,0,0,0,0,1,0,0
28901073966,28900425330,5,0,0,1,0,0,6,0,0
28901073306,28900429194,4,0,0,3,0,0,7,0,0
28901068482,28900005484,20,3,0,24,3,0,50,0,0
28901068316,28905549587,0,0,0,1,0,0,1,0,0
28901066507,28900420893,3,0,0,5,1,0,9,0,0
28901069941,28909165671,3,1,0,4,0,0,8,0,0
28901065124,28905433527,0,0,0,2,0,0,2,0,0
28901064993,28900089683,366,66,0,488,56,0,976,0,0
28901060737,28909067840,0,0,0,2,0,0,2,0,0
28901060355,28909626246,1,0,0,0,0,0,1,0,0
28901063502,28909434403,1,0,0,2,0,0,3,0,0
28901061677,28909233817,1,0,0,0,0,0,1,0,0
28901098830,28909962106,1,0,0,2,0,0,3,0,0
28901098114,28909161944,2,0,0,5,0,0,7,0,0
28901097509,28909077405,10,0,0,10,2,0,22,0,0
28901096417,28909569470,30,10,0,40,0,0,80,0,0
28901099693,28909888849,3,1,0,4,0,0,8,0,0
28901099476,28909219958,402,90,0,536,44,0,1072,0,0
28901095245,28905633357,6,2,0,8,0,0,16,0,0
28901092222,28905779227,0,0,0,1,0,0,1,0,0
28901094190,28905734966,2,0,0,1,0,0,3,0,0
28901090455,28905536217,1,0,0,1,0,0,2,0,0
28901093440,28909221223,3,1,0,5,0,0,9,0,0
28901091255,28909327159,8,0,0,0,0,0,8,0,0
28901057165,28909796107,6,0,0,9,2,0,17,0,0
28901056085,76874489711,1,0,0,0,0,0,1,0,0
28901059663,28909292324,0,0,0,6,0,0,6,0,0
28901055888,28905633604,229,30,0,305,46,0,610,0,0
28901052753,28909426172,1,0,0,0,0,0,1,0,0
28901052287,28909389036,1,0,0,0,0,0,1,0,0
28901054078,28900052403,1,0,0,0,0,0,1,0,0
28901050463,28900484850,3,0,0,6,0,0,9,0,0
28901053204,28909367362,103,24,0,136,10,0,273,0,0
28901053111,28909977011,1,0,0,0,0,0,1,0,0
28901028095,28905545751,3,0,0,4,1,0,8,0,0
28901026852,28909818676,1,0,0,0,0,0,1,0,0
28901026039,28909985679,1,0,0,1,0,0,2,0,0
28901029314,28909472914,22,0,0,28,0,0,50,0,0
28901025108,28909083639,1,0,0,0,0,0,1,0,0
28901022088,28900056541,5,0,0,2,0,0,7,0,0
28901020599,28909502803,49,0,0,60,15,0,124,0,0
28901020354,28900034484,4,1,0,4,0,0,9,0,0
28901023968,28909601567,6,0,0,7,1,0,14,0,0
28901023434,28905883257,3,0,0,0,0,0,3,0,0
28901021838,28909484651,2,0,0,1,0,0,3,0,0
28901021351,28909637152,0,0,0,1,0,0,1,0,0
28901047714,28909084848,4,0,0,10,0,0,14,0,0
28901047331,28909195683,2,0,0,0,0,0,2,0,0
28901049815,28909455169,0,0,0,1,0,0,1,0,0
28901049411,28909272108,46,10,0,60,5,0,121,0,0
28901045718,28901020528,2,0,0,3,0,0,5,0,0
28901042278,28905600746,1,0,0,0,0,0,1,0,0
28901044226,28905602556,0,0,0,1,0,0,1,0,0
28901040537,28909462101,4,0,0,1,0,0,5,0,0
28901043365,28909284281,2,0,0,1,0,0,3,0,0
28901041609,28901060490,0,0,0,1,0,0,1,0,0
28901041057,28905457016,3,0,0,0,0,0,3,0,0
28905418771,28905459499,1,0,0,1,0,0,2,0,0
28905417260,28905417290,23,1,0,16,1,0,41,0,0
28905417188,28905417310,3,0,0,13,0,0,16,0,0
28905419655,28905534029,3,0,0,5,1,0,9,0,0
28905419193,28905746645,0,0,0,2,0,0,2,0,0
28905415174,28946886978,0,0,0,3,0,0,3,0,0
28905412868,28904123161,3,1,0,7,0,0,11,0,0
28905412551,28909078751,16,0,0,14,0,0,30,0,0
28905412004,28905412016,0,0,0,2,0,0,2,0,0
28905412308,28909917076,1,0,0,0,0,0,1,0,0
28905414004,28905414003,107,1,0,154,8,0,270,0,0
28905410052,28900436534,1,0,0,13,0,0,14,0,0
28905410114,28909274125,5,0,0,26,0,0,31,0,0
28905413370,28905436368,3,1,0,6,0,0,10,0,0
28905411584,28900071794,3,1,0,4,0,0,8,0,0
28905411309,28905411194,3,1,0,4,0,0,8,0,0
28904128915,28904128580,24,0,0,38,0,0,62,0,0
28904128090,28909133003,2,0,0,2,0,0,4,0,0
28904127221,28904127233,70,0,0,141,0,0,211,0,0
28904127106,28905413584,4,0,0,2,0,0,6,0,0
28904126947,28909513412,0,0,0,1,0,0,1,0,0
28904129518,28901077024,1,0,0,0,0,0,1,0,0
28904129465,28904125586,3,0,0,0,0,0,3,0,0
28904125651,28904125653,5,0,0,0,0,0,5,0,0
28904122684,28904122910,4,0,0,10,0,0,14,0,0
28904124690,28904124626,1,0,0,1,0,0,2,0,0
28904120972,28909894601,1,0,0,0,0,0,1,0,0
28904120456,28901022741,2,0,0,0,0,0,2,0,0
28904120141,28909144008,207,27,0,238,16,0,488,0,0
28904123625,28900480137,0,0,0,1,0,0,1,0,0
28904123089,28909834558,40,0,0,61,5,0,106,0,0
28904121295,28904121274,5,0,0,3,0,0,8,0,0
28904121368,28909365883,3,0,0,9,0,0,12,0,0
28904147257,28904147258,349,53,0,455,48,0,905,0,0
28904146798,28900403207,1,0,0,0,0,0,1,0,0
28904146578,28904124730,0,0,0,1,0,0,1,0,0
28904146097,28900490516,3,0,0,1,0,0,4,0,0
28904149865,28909081256,1,0,0,0,0,0,1,0,0
28904149382,28905855136,5,0,0,15,0,0,20,0,0
28904145935,28904100917,2,0,0,3,0,0,5,0,0
28904142993,28905725907,35,5,0,23,0,0,63,0,0
28904142341,28909843834,40,10,0,54,2,0,106,0,0
28904144815,28909470825,2,0,0,5,0,0,7,0,0
28904144266,28909389600,2,0,0,3,0,0,5,0,0
28904140921,28909133469,29,0,0,31,0,0,60,0,0
28904143945,28909737519,0,0,0,2,0,0,2,0,0
28904143021,28904143046,32,0,0,40,0,0,72,0,0
28904143176,28904122745,1,0,0,2,0,0,3,0,0
28904141738,28904100917,7,0,0,6,0,0,13,0,0
28904141339,28909469219,0,0,0,1,0,0,1,0,0
28904108276,28909377325,3,0,0,0,0,0,3,0,0
28904108357,28909447031,0,0,0,6,0,0,6,0,0
28904107516,28904107531,9,0,0,6,0,0,15,0,0
28904106854,28905583035,1,0,0,2,0,0,3,0,0
28904106615,28946882368,27,0,0,30,0,0,57,0,0
28904128255,28905615366,0,0,0,1,0,0,1,0,0
28904127177,28909773319,2,0,0,1,0,0,3,0,0
28904126995,28904100743,3,0,0,5,0,0,8,0,0
28904106054,28905554932,9,0,0,14,1,0,24,0,0
28904129812,28904109418,1,0,0,0,0,0,1,0,0
28904129510,28909048279,2,0,0,1,0,0,3,0,0
28904129364,28901085091,1,0,0,1,0,0,2,0,0
28904109889,28909715873,0,0,0,1,0,0,1,0,0
28904109565,28905431339,2,0,0,0,0,0,2,0,0
28904109310,28904109124,15,0,0,31,0,0,46,0,0
28904105823,28904144869,0,0,0,1,0,0,1,0,0
28904122597,28904120318,4,0,0,14,0,0,18,0,0
28904105486,28909659073,3,0,0,0,0,0,3,0,0
28904122189,28904129469,4,0,0,16,0,0,20,0,0
28904102720,28909365272,41,0,0,72,9,0,122,0,0
28904102673,28905971678,1,0,0,0,0,0,1,0,0
28904124326,28905709016,2,0,0,0,0,0,2,0,0
28909438570,28909859771,1,0,0,0,0,0,1,0,0
28909433754,28909745494,2,0,0,1,0,0,3,0,0
28909437883,28909089023,1,0,0,2,0,0,3,0,0
28909431418,28905649768,0,0,0,1,0,0,1,0,0
28909437135,28900008937,10,3,0,13,0,0,26,0,0
28909436113,28909152773,3,0,0,4,1,0,8,0,0
28909416820,28909055544,0,0,0,2,0,0,2,0,0
28909416061,28900068134,2,0,0,0,0,0,2,0,0
28909419593,28905833924,1,0,0,0,0,0,1,0,0
28909419123,28909817523,3,0,0,0,0,0,3,0,0
28909415070,28909424568,3,1,0,4,0,0,8,0,0
28909412870,28909808614,1,0,0,0,0,0,1,0,0
28909412946,28909610182,0,0,0,1,0,0,1,0,0
28909414626,28909883349,6,1,0,8,1,0,16,0,0
28909432421,28905498716,15,0,0,5,1,0,21,0,0
28909434691,28905730499,3,0,0,4,1,0,8,0,0
28909433884,28909394772,1,0,0,0,0,0,1,0,0
28909433190,28900095743,0,0,0,1,0,0,1,0,0
